ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
266200107,Dark War: Retribution. Military-Horror from Mark H. Walker,Fiction,Publishing,USD,23/02/2017,2500,09/02/2017 16:01,2900,successful,80,US,1822,2900,2500
266226421,Hot Mess Express with Matchstick Theatre Initiative,Theater,Theater,USD,22/10/2017,500,12/10/2017 22:12,50,failed,1,US,50,50,500
266429677,MaGuider Diagnostic Flashlight,Hardware,Technology,USD,29/09/2017,100000,15/08/2017 01:36,386,failed,4,US,135,386,100000
266436862,Stain'd Magazine: the Masculinity Issue,Publishing,Publishing,USD,10/06/2017,8077,13/05/2017 16:59,8139,successful,86,US,839.45,8139,8077
266511627,Winky Skull Enamel Pins,Product Design,Design,USD,23/01/2017,500,13/01/2017 23:37,713.24,successful,70,US,449.24,713.24,500
266564222,Removed by me due to deal,Gadgets,Technology,USD,08/06/2017,10000,09/05/2017 02:13,0,failed,0,US,0,0,10000
266632276,Illustrations for the novel Parts per Million,Illustration,Art,USD,13/08/2017,3800,17/07/2017 09:08,5025,successful,83,US,390,5025,3800
266641463,"Help Us Build ""The Notice Blog""",Video,Journalism,USD,06/02/2017,3000,05/01/2017 14:32,3742,successful,72,US,235,3742,3000
266826112,NOTHING-MAN ISSUE 3 an independent comic book series,Comic Books,Comics,USD,09/12/2017,600,09/11/2017 13:39,719,successful,18,US,5,719,600
266843533,Scatterproof - Hinged Soldier Bases,Product Design,Design,USD,18/03/2017,3000,06/02/2017 12:45,105,failed,7,US,23,105,3000
266929791,Night Light: A Book to Excite Children About the Outdoors,Children's Books,Publishing,USD,16/02/2017,5000,17/01/2017 09:01,5146,successful,60,US,1660,5146,5000
266987262,A Syrian Writer's Story of War,Publishing,Publishing,USD,08/12/2017,3000,09/11/2017 15:38,3004,successful,41,US,0,3004,3000
267276644,"Hannah Flowers: Ceol & Cláirseach/ Song & Harp, a solo album",World Music,Music,USD,20/12/2017,3000,20/11/2017 07:03,3518,successful,72,US,1057,3518,3000
267330903,the Hope Deck,Digital Art,Art,USD,15/10/2017,15000,15/09/2017 13:20,17590,successful,281,US,1887,17590,15000
267433472,"Creating ""A Faithful Mate"" Website",Web,Technology,USD,08/04/2017,3500,08/02/2017 17:56,0,failed,0,US,0,0,3500
267460042,Packs of the Lowcountry,Graphic Novels,Comics,USD,01/12/2017,15000,01/11/2017 17:58,8349,failed,141,US,5219,8349,15000
267493002,"Workshop PGH New Makerspace, Lab & Residencies",DIY,Crafts,USD,04/12/2017,12000,27/10/2017 19:02,1443,failed,21,US,50,1443,12000
267557706,Changing Table Locator Smart Phone App,Apps,Technology,USD,06/07/2017,5000,06/06/2017 00:35,790,failed,12,US,110,790,5000
267560050,High Tech Dark Web Short Film,Thrillers,Film & Video,USD,02/07/2017,3000,02/06/2017 01:45,1,failed,1,US,15,1,3000
267584156,Ohura -The Minimalist Mp3 Audio Player - with Micro SD card,Wearables,Technology,USD,16/06/2017,999,17/05/2017 20:13,1000,successful,11,US,263,1000,999
267655546,Here be Dragons : Lord of the Night,Painting,Art,USD,01/03/2017,300,30/01/2017 17:00,1080,successful,18,US,128,1080,300
267683351,Indian Pitaara Festivals Of India Cardstack,Art,Art,USD,02/04/2017,1000,26/03/2017 18:15,1,failed,1,US,25,1,1000
267750210,Scar to Angel,Drama,Film & Video,USD,23/04/2017,3000,24/03/2017 20:17,1,failed,1,US,0,1,3000
267766761,Smart Cabinet,Hardware,Technology,USD,19/10/2017,250000,11/09/2017 16:36,0,failed,0,US,0,0,250000
267771613,Capturing the Light,Photobooks,Photography,USD,27/08/2017,6500,28/07/2017 01:07,9592,successful,83,US,1245,9592,6500
267855266,Waylens Secure360 with 4G - Automotive Security Camera,Camera Equipment,Technology,USD,09/09/2017,60000,08/08/2017 06:02,366445,successful,1569,US,1454,366445,60000
267876776,EIGHT,Film & Video,Film & Video,USD,02/12/2017,25000,10/11/2017 00:23,13588,failed,29,US,0,13588,25000
267925359,2Broke Soap,Crafts,Crafts,USD,02/01/2017,4300,03/12/2016 02:14,0,failed,0,US,0,0,4300
268021945,Queen Bee Teaches Spelling,Apps,Technology,USD,04/04/2017,4000,28/03/2017 05:03,6,failed,2,US,0,6,4000
268098140,Right Or Racist - Hilarious Trivia Game About Stereotypes,Tabletop Games,Games,USD,22/08/2017,500,02/08/2017 21:30,2211,successful,91,US,211,2211,500
268189751,GrizzlyJerr's Chunky Pins,Art,Art,USD,04/10/2017,2100,04/09/2017 09:24,3994,successful,104,US,432,3994,2100
268284172,STEM Girls Books: Picture Books Inspired by Women in STEM,Children's Books,Publishing,USD,18/05/2017,3500,18/04/2017 11:35,7799,successful,132,US,2922,7799,3500
268428678,EDEN,Fiction,Publishing,USD,01/08/2017,500,21/06/2017 04:13,910,successful,21,US,353,910,500
268694041,"LULU, A PSYCHODRAMA OF STRANGE, HYPNOTIC INTIMACY.",Drama,Film & Video,USD,10/01/2017,1000,11/11/2016 18:18,50,failed,1,US,10,50,1000
268741346,NetKnight™ ShooterTutor - Modernize Your Hockey Training,Robots,Technology,USD,07/06/2017,186508,05/05/2017 06:36,9578,failed,40,US,299,9578,186508
268793168,Publication for In-Between Days,Fiction,Publishing,USD,19/04/2017,7100,05/03/2017 21:29,7561,successful,93,US,715,7561,7100
268811330,TOGETHER WE CAN FLY,Installations,Art,USD,30/04/2017,200,31/03/2017 16:28,202,successful,6,US,80,202,200
268943267,In Our Eyes In Our Words Fine Art Book by Artist Jeff Horn,Art Books,Publishing,USD,18/12/2017,7500,18/11/2017 16:47,8600,successful,50,US,2562,8600,7500
268971141,Ready To Push Interactive Video Technology,Software,Technology,USD,04/04/2017,5000,28/03/2017 18:12,50,failed,1,US,0,50,5000
269021623,Adrian Michael Band's Debut EP Release,Indie Rock,Music,USD,21/12/2017,1500,22/10/2017 22:49,245,failed,6,US,185,245,1500
269028188,"Innovative art tours in NYC, Boston, Chicago & DC!",Art,Art,USD,16/10/2017,7500,20/09/2017 18:31,7500,successful,16,US,0,7500,7500
269376822,Bangarang : A Short Film About Rufio Before Hook,Fantasy,Film & Video,USD,15/03/2017,30000,13/02/2017 02:15,68790,successful,1476,US,111,68790,30000
269404490,Spiralchain: Boltsender,Fiction,Publishing,USD,31/10/2017,1000,01/10/2017 07:00,2163.66,successful,43,US,653.67,2163.66,1000
269423233,Smallball: Baseball With Dice,Tabletop Games,Games,USD,14/04/2017,500,20/03/2017 18:05,7748,successful,387,US,467,7748,500
269536183,APlay PULSE Smart Wireless Earbuds,Wearables,Technology,USD,14/06/2017,50000,09/05/2017 18:10,23945,failed,265,US,3646,23945,50000
269702086,2 Moon Smile :: a new chamber opera by Padma Newsome,Classical Music,Music,USD,07/01/2017,7500,08/12/2016 22:40,9205,successful,83,US,4040,9205,7500
269704934,Wobblrs: The first soccer-specific tailgate game,Live Games,Games,USD,14/07/2017,30000,13/06/2017 14:28,32060,successful,240,US,3545,32060,30000
269825492,The Boy Who Fell Composition Recital: Studio Album,Music,Music,USD,14/04/2017,500,09/03/2017 02:29,955,successful,32,US,0,955,500
269835130,The Torch Riviera - Our Lakeside Eatery Since 1936,Restaurants,Food,USD,03/05/2017,15000,18/04/2017 22:12,15115,successful,71,US,2715,15115,15000
269914225,"A Second Chance Novel Fiction, romance novel",Fiction,Publishing,USD,15/03/2017,7500,26/01/2017 23:01,1,failed,1,US,0,1,7500
270009970,The Contractors - Create Final Character Concept Art: Enzo,Video Games,Games,USD,08/09/2017,1800,18/08/2017 15:51,2863,successful,31,US,35,2863,1800
270028192,Terraza Big Band Debut Album,Jazz,Music,USD,05/11/2017,12000,21/09/2017 19:15,12549,successful,104,US,558,12549,12000
270081916,Recycled Copper tree sculptures bonsai style art,Sculpture,Art,USD,10/06/2017,5249,20/05/2017 07:12,314,failed,4,US,214,314,5249
270097240,Share Your Special Place Medallion,Jewelry,Fashion,USD,01/12/2017,100,01/11/2017 20:36,1576,successful,15,US,200,1576,100
270599849,Anchor ID: Free Version of our Password Replacement Platform,Software,Technology,USD,10/05/2017,38000,10/04/2017 19:50,12351,failed,6,US,25,12351,38000
270777999,"jaybthecanadian - ""Smile Now, Cry Later""",Hip-Hop,Music,USD,20/10/2017,2000,20/09/2017 15:35,2187,successful,59,US,521,2187,2000
270794820,Wosoba Farms Hops needs a harvester,Drinks,Food,USD,24/02/2017,15000,25/01/2017 03:08,15893,successful,78,US,1371,15893,15000
270797023,Cooperative Americans Responsible & Empowered,Young Adult,Publishing,USD,17/09/2017,5000,18/08/2017 02:43,0,failed,0,US,0,0,5000
270844845,GET SCHOOLED,Theater,Theater,USD,19/01/2017,3400,05/01/2017 00:39,20,failed,2,US,0,20,3400
270979333,the goddess portal magazine,Zines,Publishing,USD,14/03/2017,4000,11/02/2017 20:39,804,failed,21,US,65,804,4000
270988290,Fresh Start,Web,Journalism,USD,18/05/2017,250,18/04/2017 07:56,0,failed,0,US,0,0,250
271046141,BOOK TURN INTO A MOVIE TRUE STORY,Documentary,Film & Video,USD,09/09/2017,57000,11/07/2017 20:53,0,failed,0,US,0,0,57000
271065975,Natural Products Project,Crafts,Crafts,USD,09/11/2017,8500,10/10/2017 03:58,0,failed,0,US,0,0,8500
271295968,Bears of Durango - Documentary Film,Documentary,Film & Video,USD,04/05/2017,10000,29/03/2017 02:57,11257,successful,183,US,2870,11257,10000
271310325,Axle,Software,Technology,USD,03/03/2017,25000,01/02/2017 16:50,550,failed,3,US,450,550,25000
271501208,Foolish Smarts and How to Lose Them: Post Production,Narrative Film,Film & Video,USD,23/04/2017,6000,14/03/2017 20:27,6559,successful,41,US,1129,6559,6000
271615330,PM Gaming Terrain Systems Quality Durable Tabletop Terrain,Tabletop Games,Games,USD,07/11/2017,15000,08/10/2017 22:50,1429,failed,8,US,805,1429,15000
271626764,EGGO Resin Toy,Sculpture,Art,USD,31/08/2017,1500,24/07/2017 15:02,1735,successful,36,US,810,1735,1500
271751132,New way to organise shooting ProvedPro.com,Web,Technology,USD,23/11/2017,30000,24/10/2017 16:30,80,failed,3,US,60,80,30000
271813277,Guys On a Bus - DOING FINE TOUR,Indie Rock,Music,USD,23/08/2017,4200,02/08/2017 19:02,4248,successful,33,US,185,4248,4200
271983675,Richard III - Presented by REBATEnsemble/Theatre Off Jackson,Plays,Theater,USD,03/05/2017,1500,13/03/2017 22:14,1735,successful,37,US,0,1735,1500
272083996,Amazing Dice Cases for Daring Adventurers,Tabletop Games,Games,USD,22/06/2017,5000,23/05/2017 14:59,12266,successful,262,US,8940,12266,5000
272094314,PiPlay Portable,Technology,Technology,USD,21/05/2017,5000,21/04/2017 18:52,6881.33,successful,104,US,3806.33,6881.33,5000
272107559,Letters from Pearl Harbor,Publishing,Publishing,USD,17/12/2017,5000,17/11/2017 02:11,173,failed,4,US,31,173,5000
272108805,Dice of Rolling,Tabletop Games,Games,USD,27/07/2017,5000,27/06/2017 16:28,40508.3,successful,1543,US,6341,40508.3,5000
272155369,Portable Clay Mask,Product Design,Design,USD,11/09/2017,30000,12/08/2017 23:38,59,failed,2,US,58,59,30000
272192822,Art Against Bullying--Children's Decor for Social Impact,Art,Art,USD,04/05/2017,4000,25/03/2017 16:41,525,failed,10,US,330,525,4000
272202425,Icee Block,Product Design,Design,USD,01/11/2017,50000,02/10/2017 05:56,928,failed,17,US,129,928,50000
272252777,Wild In The Streets - Roller Derby Girls,Tabletop Games,Games,USD,23/06/2017,2500,24/05/2017 18:03,3104,successful,55,US,175,3104,2500
272374948,Anadia's Art Book,Illustration,Art,USD,04/10/2017,3000,20/08/2017 07:21,877,failed,35,US,399,877,3000
272397033,Biggest Dick in the Room,Tabletop Games,Games,USD,15/03/2017,2500,14/01/2017 20:58,10,failed,1,US,0,10,2500
272407759,Vybe Hammocks - The Future of the Hammock Industry,Product Design,Design,USD,05/09/2017,6500,04/08/2017 16:04,8015,successful,69,US,2688,8015,6500
272411458,Allegro:Charging&Sterilizer Travel Cup Electric Toothbrush,Gadgets,Technology,USD,22/10/2017,10000,22/09/2017 19:05,23168,successful,345,US,439,23168,10000
272462172,Goober with a little grief,Apparel,Fashion,USD,18/12/2017,1500,28/11/2017 05:39,34,failed,1,US,0,34,1500
272561398,Echo Dot Mount - The Ultimate Accessory For Your Echo Dot,Hardware,Technology,USD,23/06/2017,35000,24/05/2017 17:37,5506,failed,122,US,0,5506,35000
272561929,HERO Book Two - A Kid-Friendly Original Graphic Novel,Graphic Novels,Comics,USD,31/10/2017,1800,01/10/2017 20:00,920,failed,27,US,217,920,1800
272598345,Words of Wisdom from a Know-body. A modern day philosopher..,Publishing,Publishing,USD,28/10/2017,9000,18/09/2017 20:40,0,failed,0,US,0,0,9000
272707804,Rolling Mill Brewing Co.,Drinks,Food,USD,10/08/2017,20000,11/07/2017 04:28,20555,successful,68,US,436,20555,20000
272826241,Eclipsey - find the best places to view the eclipse!,Technology,Technology,USD,22/05/2017,5000,22/04/2017 16:54,1040,failed,6,US,970,1040,5000
272924767,T & P Booking agency,World Music,Music,USD,03/12/2017,5000,03/11/2017 04:55,0,failed,0,US,0,0,5000
273108475,TRUE ROMANCE - streetwear brand/fan merch apparel,Apparel,Fashion,USD,18/08/2017,50000,03/08/2017 23:30,0,failed,0,US,0,0,50000
273153678,We Don’t Lick People! an erotic novel about a sexy lifestyle,Print,Journalism,USD,11/08/2017,15000,12/07/2017 15:57,50,failed,2,US,10,50,15000
273316985,Dirty Lambs Art,Art,Art,USD,25/11/2017,2500,26/10/2017 04:42,45,failed,2,US,40,45,2500
273321983,The Iditarod T-Shirt,Product Design,Design,USD,15/03/2017,1000,13/02/2017 22:10,1538,successful,21,US,380,1538,1000
273333599,Tip Cosmetix (Touch Integrated Polish) & GEL,Wearables,Technology,USD,14/06/2017,85000,30/04/2017 18:02,1336,failed,17,US,618,1336,85000
273381445,Bring Anxiety Fox to Life!,Textiles,Art,USD,02/04/2017,8151,03/03/2017 23:31,55000,successful,1165,US,4321,55000,8151
273515313,Bring the Reel Paddling Film Festival 2017 to Colorado!,Film & Video,Film & Video,USD,23/08/2017,700,24/07/2017 04:31,80,failed,3,US,80,80,700
273558947,Ultralight Electric Guitar,Sound,Technology,USD,21/04/2017,5000,21/03/2017 12:00,17413,successful,46,US,449,17413,5000
273651226,Your Story Discovered: A Writer's New Toolbox,Publishing,Publishing,USD,01/09/2017,20000,30/07/2017 20:22,895,failed,5,US,0,895,20000
273705172,Fund My EP,Music,Music,USD,01/05/2017,600,04/03/2017 23:03,35,failed,2,US,0,35,600
273779083,Stonehaven Adventurers 2017,Tabletop Games,Games,USD,26/08/2017,3000,26/07/2017 22:31,28895,successful,420,US,14201,28895,3000
273900761,Kul-U Pocket,Technology,Technology,USD,10/05/2017,30000,10/04/2017 15:00,40576,successful,720,US,1585,40576,30000
273984839,AbCollar®,Product Design,Design,USD,07/01/2017,50000,08/12/2016 00:12,0,failed,0,US,0,0,50000
273993878,Righteous Comic Book Issue #1 - First Printing,Comic Books,Comics,USD,16/08/2017,4000,10/07/2017 19:26,4162,successful,109,US,251,4162,4000
274115121,The Listener: An illustrated fairy tale for adults,Publishing,Publishing,USD,30/07/2017,20000,30/06/2017 14:39,9586,failed,46,US,258,9586,20000
274169660,FoodRight's Youth Chef Academy Program,Food,Food,USD,02/05/2017,200,02/04/2017 19:37,203,successful,6,US,0,203,200
274208003,Double Dane Games - Tabletop Game Store Expansion,Tabletop Games,Games,USD,24/09/2017,11000,25/08/2017 20:31,378,failed,8,US,0,378,11000
274291207,She Loves Me Entertainment,Dance,Dance,USD,29/05/2017,5000,29/04/2017 23:16,76,failed,3,US,0,76,5000
274497622,Aspergers: What Animals Taught Me About Life,Publishing,Publishing,USD,26/04/2017,500,27/03/2017 07:57,135,failed,5,US,160,135,500
274861375,Fred Perry's GOLD DIGGER Color Gold Brick Seven,Graphic Novels,Comics,USD,16/05/2017,18500,10/04/2017 10:58,23458.66,successful,335,US,4586,23458.66,18500
275001430,St. Philomena,Drama,Film & Video,USD,11/01/2017,500000,14/11/2016 01:55,11,failed,2,US,0,11,500000
275072410,Pine Tar Baseball: 1936 Negro League + 1960 Season,Tabletop Games,Games,USD,05/01/2017,100,06/12/2016 20:47,1165,successful,28,US,312,1165,100
275178633,Huedango,Video Games,Games,USD,11/07/2017,5000,11/06/2017 05:46,0,failed,0,US,0,0,5000
275289139,Revelations,Video Games,Games,USD,16/06/2017,700,17/05/2017 18:18,1,failed,1,US,0,1,700
275298439,A Better Tomorrow,Web,Journalism,USD,15/07/2017,1000,05/07/2017 17:14,126,failed,3,US,0,126,1000
275420719,VEEKA SWIMWEAR,Fashion,Fashion,USD,06/03/2017,7000,07/02/2017 17:08,7217,successful,52,US,10,7217,7000
275434239,USB Skull Planter & Lamp,Design,Design,USD,21/08/2017,500,21/07/2017 01:32,1877,successful,29,US,1064,1877,500
275461145,MAKE 100: EVE by Gail Potocki signed and numbered art prints,Art,Art,USD,23/01/2017,800,01/01/2017 20:30,10105,successful,72,US,9080,10105,800
275773486,MHARBANA,Apparel,Fashion,USD,26/06/2017,5000,27/05/2017 05:02,5225,successful,27,US,1423,5225,5000
275786714,The Choco Noodle Cookie Company...,Food,Food,USD,08/05/2017,5000,05/04/2017 00:58,0,failed,0,US,0,0,5000
275902521,FIGHT FOOT DAMAGING EFFECTS WITH INSTANT ORTHO SHOE LOCK!,Gadgets,Technology,USD,08/01/2017,10000,24/11/2016 02:43,1407.5,failed,31,US,0,1407.5,10000
275935927,78 Tarot Astral,Art,Art,USD,05/05/2017,25000,12/04/2017 00:59,34096,successful,407,US,10632,34096,25000
276023544,"""Laika and Rover"" Animated Short Film",Animation,Film & Video,USD,12/04/2017,1400,13/03/2017 00:35,2808,successful,32,US,0,2808,1400
276129676,Kitten Brush Ball,Product Design,Design,USD,07/06/2017,60000,08/05/2017 22:39,62,failed,5,US,40,62,60000
276322725,"""Love Is The Answer""",Faith,Music,USD,16/03/2017,35000,14/02/2017 03:59,25,failed,4,US,0,25,35000
276368093,Help Us Tour Italy!,Latin,Music,USD,23/07/2017,9000,23/06/2017 10:16,5,failed,1,US,0,5,9000
276636079,Troop Life,Web,Journalism,USD,17/03/2017,108000,15/02/2017 21:03,58,failed,1,US,84,58,108000
276696942,The Answer Coin,Product Design,Design,USD,15/09/2017,5000,31/08/2017 23:37,330,failed,36,US,168,330,5000
276699928,"Skyview Album ""Of Love & Despair""",Indie Rock,Music,USD,01/07/2017,2000,12/06/2017 14:02,60,failed,2,US,60,60,2000
276700540,Stupid Hackathon 2017,Robots,Technology,USD,02/02/2017,2500,18/01/2017 14:03,3061.66,successful,155,US,2389.65,3061.66,2500
276774854,A signal-blocking intervention for smartphone addiction,Product Design,Design,USD,29/12/2017,50000,01/11/2017 05:11,13986,failed,103,US,3330,13986,50000
276806263,Transcend | Luxury Eco Friendly Swimwear Sustainable Bikinis,Fashion,Fashion,USD,24/06/2017,7000,25/05/2017 01:52,13831,successful,71,US,4560,13831,7000
276840473,The SMW Show,Webseries,Film & Video,USD,04/08/2017,8000,05/07/2017 20:34,0,failed,0,US,0,0,8000
277117028,memobottle H2.0,Product Design,Design,USD,24/09/2017,30000,26/07/2017 01:05,137238,successful,2421,US,35232,137238,30000
277258768,Este Niño Lindo,Film & Video,Film & Video,USD,09/06/2017,7000,15/05/2017 19:31,7245,successful,46,US,1275,7245,7000
277532040,Mika~Do Food...the BEST Frozen Mac N Cheese!,Small Batch,Food,USD,01/09/2017,15000,20/07/2017 23:52,0,failed,0,US,0,0,15000
277596522,Eco-friendly Consumables Made by Hand in Downtown Louisville,Crafts,Crafts,USD,05/08/2017,30000,21/06/2017 21:08,119,failed,3,US,25,119,30000
277703663,"Sharing magic, peace, Love through spiritual art and tarot",Illustration,Art,USD,22/02/2017,1000,23/01/2017 17:49,991,failed,17,US,275,991,1000
278231104,[Monster],Video Games,Games,USD,19/07/2017,3500,31/05/2017 18:28,176,failed,5,US,76,176,3500
278265046,The Straits Chorale - Premiere Project,Classical Music,Music,USD,25/06/2017,1000,26/05/2017 04:28,1030,successful,11,US,255,1030,1000
278268785,Portable Lightweight Compact Multi Purpose Adjustable Stand,Product Design,Design,USD,21/08/2017,100000,22/06/2017 17:55,347,failed,3,US,275,347,100000
278298021,The Gap - The Missing Link in Human Relationships,Print,Journalism,USD,23/06/2017,100,16/06/2017 22:12,25,failed,1,US,25,25,100
278312610,Best Bedbug Trap Ever,Technology,Technology,USD,03/02/2017,60000,30/12/2016 16:40,380,failed,4,US,260,380,60000
278341339,Retro Tech/Appliance Show,Film & Video,Film & Video,USD,06/04/2017,2000,07/03/2017 22:55,10,failed,1,US,10,10,2000
278399737,"LaSaundra's First Readers, Children's Book, Emergent",Children's Books,Publishing,USD,10/04/2017,4500,06/03/2017 21:22,10,failed,2,US,0,10,4500
278413999,Red Sonja Amanda Conner Statue,Comics,Comics,USD,28/11/2017,7500,14/11/2017 21:35,20202,successful,168,US,6530,20202,7500
278524731,Build The Wall Set: Trump Novelty Toy,Tabletop Games,Games,USD,13/03/2017,50000,27/01/2017 17:31,303,failed,11,US,2,303,50000
278558307,"Mystical Jewels, Glow In The Dark Rings and Bangles!",Jewelry,Fashion,USD,03/05/2017,3000,19/04/2017 00:56,611,failed,10,US,466,611,3000
278563260,"Advanced Water Activated LED,Home Use and Evacuation Bulb.",Technology,Technology,USD,23/09/2017,192000,25/07/2017 02:45,500,failed,1,US,500,500,192000
278814389,"Card Game Play Mat ""Aika SpaceScape"" Design",Tabletop Games,Games,USD,03/04/2017,350,04/03/2017 02:48,38,failed,2,US,28,38,350
278845545,The Glass Die,Tabletop Games,Games,USD,01/04/2017,2000,08/03/2017 19:54,4950,successful,108,US,2941,4950,2000
278861447,Palm Harbor Creative Arts Center,Mixed Media,Art,USD,19/01/2017,15000,20/12/2016 06:04,100,failed,1,US,0,100,15000
278915997,Wolfsbane Wolf Pup Enamel Pin,Accessories,Fashion,USD,11/12/2017,550,04/11/2017 19:27,5247,successful,155,US,547,5247,550
279034949,EduTrakker - College Credits Tracking and Reporting,Software,Technology,USD,29/01/2017,25000,30/12/2016 15:42,0,failed,0,US,0,0,25000
279059227,Jabbr – A College Migration App,Apps,Technology,USD,30/08/2017,20000,31/07/2017 20:37,20012,successful,64,US,1217,20012,20000
279142997,Bariatric Pride Movement,Product Design,Design,USD,04/05/2017,1000,04/04/2017 00:38,80,failed,2,US,0,80,1000
279357812,Bill Toms and Hard Rain (feat. The Soulville Horns) Pre-sale,Rock,Music,USD,03/07/2017,10000,03/06/2017 14:50,10051,successful,125,US,740,10051,10000
279502624,Arnexa: The Smart Savings Goal Tracker,Apps,Technology,USD,01/11/2017,15000,10/10/2017 17:24,7173,failed,11,US,4555,7173,15000
279535130,The Head Coach,Drama,Film & Video,USD,28/10/2017,3300,07/10/2017 16:20,215,failed,6,US,0,215,3300
279765990,Vindor ES1: A truly affordable and fun electronic instrument,Sound,Technology,USD,18/11/2017,15000,17/10/2017 15:57,23165,successful,127,US,4545,23165,15000
279767135,Miraculousness,Music,Music,USD,21/08/2017,2000,25/07/2017 19:30,556.69,failed,19,US,216.69,556.69,2000
279775609,Tactical Bottle Opening Hot Sauce Dispensing Spork,Food,Food,USD,03/03/2017,1000,02/01/2017 20:25,200,failed,3,US,5,200,1000
279785877,"Support Adrienne in Releasing Her Album ""Garden Marble""",Music,Music,USD,11/02/2017,2000,21/01/2017 22:03,2000,successful,35,US,0,2000,2000
279790047,The Chocolate Project,Public Art,Art,USD,13/07/2017,700,18/06/2017 23:25,1,failed,1,US,0,1,700
279797918,A Wolf by Any Other Name: a LARP Party Game at Magic School,Live Games,Games,USD,31/05/2017,1500,01/05/2017 18:46,6882,successful,189,US,3779,6882,1500
279815846,INTERNET HAT,Fashion,Fashion,USD,27/07/2017,2000,27/06/2017 18:46,2771,successful,74,US,1375,2771,2000
279993930,Price Point,Apps,Technology,USD,02/06/2017,10000,03/04/2017 22:43,0,failed,0,US,0,0,10000
280181690,Fortune Flosser,Design,Design,USD,26/07/2017,5000,06/07/2017 03:09,37,failed,2,US,0,37,5000
280207471,Scared Stupid,Film & Video,Film & Video,USD,29/10/2017,1200,29/09/2017 05:03,1255,successful,7,US,150,1255,1200
280354023,Help start Squeezebox Press!,Art,Art,USD,02/03/2017,2000,03/02/2017 19:49,3617.11,successful,98,US,1090,3617.11,2000
280433021,BLINDSIDED by the Walking Dead - BBTWD,Plays,Theater,USD,18/11/2017,96000,19/10/2017 12:03,30380,failed,99,US,106,30380,96000
280553149,Billionaire Chronicles: A Family Affair That Needs Your Help,Mobile Games,Games,USD,19/02/2017,30000,28/01/2017 03:07,956,failed,18,US,175,956,30000
280578930,KickFlickz,Apps,Technology,USD,02/02/2017,6000,03/01/2017 17:46,0,failed,0,US,0,0,6000
280763842,"""Sherlock Holmes and the Paradol Chamber"" Screenplay",Thrillers,Film & Video,USD,09/08/2017,5000,10/07/2017 07:05,40,failed,2,US,0,40,5000
280843326,The Banana Kabana: A Custom Freezer Tray for Bananas,Product Design,Design,USD,04/10/2017,53800,04/09/2017 00:59,884,failed,11,US,240,884,53800
280875868,Kingdoms Lawn Game,Tabletop Games,Games,USD,01/09/2017,300000,01/08/2017 18:00,21365,failed,160,US,10500,21365,300000
280990209,Star Bright Farm: Our First Field,Farms,Food,USD,20/05/2017,15000,19/04/2017 12:21,15335,successful,103,US,3722,15335,15000
281021475,Barista Alley,Restaurants,Food,USD,15/04/2017,10000,27/03/2017 14:09,3115,failed,18,US,2050,3115,10000
281082557,Pip the Pansy (fka Wrenn) presents ROYAL BLUE DAYDREAM,Pop,Music,USD,26/06/2017,12000,27/05/2017 20:07,12420.08,successful,176,US,443,12420.08,12000
281246727,"Record the Song Titled, ""Close Enough""",Music,Music,USD,26/11/2017,500,15/11/2017 00:02,0,failed,0,US,0,0,500
281464319,Be You-ti-ful w/LadySyl,Television,Film & Video,USD,29/07/2017,20000,06/07/2017 04:48,0,failed,0,US,0,0,20000
282107658,Green Banana Paper Wallets,Accessories,Fashion,USD,31/03/2017,10000,14/02/2017 14:01,24965,successful,292,US,588,24965,10000
282120397,LitPix: Turn Your Mobile Photos into a Lamp of Modern Art,Product Design,Design,USD,09/05/2017,20000,02/04/2017 05:04,20336.35,successful,129,US,3678,20336.35,20000
282194417,Chinese Zodiac (Constellation) Enamel Pin Series #3,Art,Art,USD,27/12/2017,1217,27/11/2017 19:02,6090,successful,166,US,3173,6090,1217
282255338,"The Artist Within, Photographic Portraits Of Artists: Book 2",Photobooks,Photography,USD,27/04/2017,26000,28/03/2017 19:56,30624,successful,270,US,10194,30624,26000
282294233,The salad express machine,Food,Food,USD,18/06/2017,50000,19/04/2017 16:00,2,failed,2,US,25,2,50000
282419582,"WiFi - IoT - Temp, Humidity, Relay with Logic, Timer",Gadgets,Technology,USD,08/06/2017,5000,09/05/2017 16:46,212,failed,6,US,0,212,5000
282431227,Alton Wright & Friends,Comedy,Film & Video,USD,13/04/2017,5000,13/03/2017 21:25,2370,failed,12,US,150,2370,5000
282568275,Disability Betty,Illustration,Art,USD,04/02/2017,5000,05/01/2017 01:08,251,failed,4,US,250,251,5000
282675588,Peens,Product Design,Design,USD,26/11/2017,2000,27/10/2017 20:27,2350,successful,68,US,287,2350,2000
282910087,When God Says No,Publishing,Publishing,USD,11/12/2017,5500,10/11/2017 10:00,0,failed,0,US,0,0,5500
282945569,"Seifuku, Lady of the Lake & Kirie Enamel Pins",Accessories,Fashion,USD,13/02/2017,250,14/01/2017 00:09,872,successful,46,US,310,872,250
282994137,Aura's Chocolate Bar | Small Batch Artisan Confections,Small Batch,Food,USD,04/09/2017,16000,10/08/2017 00:10,179,failed,4,US,168,179,16000
283009835,Bear Themed Enamel Pins,Illustration,Art,USD,22/12/2017,330,23/10/2017 22:53,166,failed,9,US,0,166,330
